Iteration	Posterior	Likelihood	Prior	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	rate_log_sd	tree_length	two_beta
0	-440.235	-598.7542	158.5192	0.362577	0.327562	0.242826	0.067035	0.7090873	1.946785	0.8299834	0.3023654
6	-434.7407	-590.6464	155.9058	0.286287	0.37068	0.27479	0.0682426	4.564972	1.749973	0.9448081	0.3877237
12	-435.0497	-591.3307	156.281	0.295323	0.366087	0.275142	0.0634487	3.593847	1.847613	0.9741406	0.3626247
18	-452.3149	-606.5398	154.2248	0.167432	0.252617	0.3922	0.187752	6.833225	1.845063	1.52347	0.3879057
24	-445.0334	-602.6537	157.6203	0.190061	0.425522	0.127155	0.257262	1.694403	1.658472	1.090077	0.323297
30	-433.8882	-590.9911	157.1029	0.261456	0.544196	0.157982	0.0363664	1.970024	1.781822	1.221589	0.3663893
36	-430.5468	-587.9312	157.3844	0.329602	0.105624	0.510419	0.0543553	0.9557423	1.333595	1.544584	1.005607
42	-438.6628	-596.2009	157.538	0.396686	0.127122	0.410773	0.0654184	0.5252226	1.415945	1.850803	0.7927217
48	-447.6257	-602.8094	155.1837	0.419723	0.103797	0.36885	0.107629	3.417855	1.192635	1.882116	1.049461
54	-445.0707	-601.0853	156.0147	0.529736	0.0855195	0.273893	0.110851	3.341636	2.437486	0.4408454	0.4651572
60	-439.1877	-592.6861	153.4984	0.470108	0.0367108	0.351087	0.142094	8.629236	2.399347	0.4542707	0.9016271
66	-444.7911	-597.9259	153.1348	0.758585	0.013672	0.172898	0.0548452	8.713666	2.205237	0.7896335	1.330691
72	-439.4477	-596.5484	157.1006	0.698869	0.00572463	0.243194	0.0522121	2.108663	1.93178	0.498227	0.672477
78	-438.4912	-593.5396	155.0484	0.340383	0.0267059	0.558982	0.073929	4.869215	2.015954	0.9966299	0.7876047
84	-429.0314	-585.4508	156.4194	0.340077	0.0695564	0.508955	0.0814119	2.416615	1.965635	0.9316318	0.8528013
90	-432.3805	-586.9854	154.6048	0.56707	0.0793838	0.241212	0.112334	4.542645	1.92498	0.9887549	1.507554
96	-430.9007	-583.8705	152.9697	0.512319	0.0700612	0.19094	0.22668	6.558409	1.901417	1.395754	1.966732
102	-425.7585	-582.3961	156.6376	0.56767	0.085756	0.21157	0.135004	1.437664	2.05156	1.196799	1.01969
108	-445.8276	-603.1102	157.2826	0.616239	0.1407	0.0965067	0.146555	1.246921	1.829516	0.9953864	0.9877084
114	-456.2749	-611.919	155.6442	0.537932	0.040556	0.233961	0.187552	2.120424	1.519706	1.436608	1.786757
120	-443.4749	-599.7073	156.2324	0.732055	0.0808225	0.0856279	0.101495	1.467378	1.791775	1.330139	1.53801
126	-450.3179	-608.5214	158.2034	0.587943	0.0453306	0.323474	0.0432524	0.9225929	1.669053	1.050623	0.5064886
132	-431.8825	-585.1826	153.3001	0.529328	0.132577	0.0833278	0.254767	7.30218	1.891046	0.7798256	2.062578
138	-433.6276	-589.0673	155.4397	0.174744	0.0500203	0.389691	0.385545	2.302119	2.132904	0.5971909	2.132871
144	-437.2492	-591.5277	154.2786	0.642028	0.0216973	0.169036	0.167238	4.040428	2.23205	0.523449	2.217272
150	-449.4893	-598.6463	149.157	0.413025	0.00789696	0.208223	0.370855	32.12092	2.083679	0.5087702	1.622896
156	-452.5191	-603.1097	150.5906	0.402183	0.00768967	0.229007	0.36112	9.674826	2.002544	0.8050613	5.550157
162	-425.3067	-582.0801	156.7734	0.476003	0.00341347	0.29724	0.223343	0.9739649	1.77946	0.924525	2.016142
168	-430.8899	-587.4411	156.5511	0.482196	0.0056966	0.17898	0.333128	1.391604	1.780597	1.088349	1.587743
174	-435.067	-589.5704	154.5034	0.368532	0.108928	0.178078	0.344462	3.756269	1.729479	1.464898	1.653713
180	-449.0822	-602.7882	153.706	0.409737	0.051077	0.392807	0.146378	3.756269	1.677126	1.441977	2.898598
186	-438.9282	-594.6185	155.6902	0.347327	0.0300091	0.511872	0.110792	1.163323	1.897918	0.827662	3.35512
192	-437.01	-594.4475	157.4375	0.646299	0.0642554	0.140154	0.149291	0.9862422	1.762366	0.9780771	1.173338
198	-436.7708	-587.3665	150.5957	0.491105	0.0488259	0.315478	0.144591	20.96289	1.896865	0.9446945	1.538279
204	-432.8856	-589.0232	156.1376	0.164071	0.397534	0.0815535	0.356841	1.961114	1.827042	0.9050133	1.685995
210	-445.7764	-600.6657	154.8893	0.555238	0.0883964	0.332914	0.0234518	5.483064	2.067921	0.6932967	0.8748515
216	-446.8004	-602.5659	155.7655	0.442972	0.227166	0.311152	0.01871	4.642516	1.839386	0.6840486	0.6075559
222	-446.8595	-594.0111	147.1516	0.333855	0.176709	0.398889	0.0905471	69.1111	1.672068	1.288007	0.4701081
228	-448.3937	-601.1652	152.7715	0.489771	0.069721	0.399453	0.041055	6.282466	1.335084	2.874317	0.4918097
234	-437.2875	-594.1689	156.8813	0.348073	0.109639	0.486699	0.0555888	0.7970186	1.512534	1.762594	1.194841
240	-439.2474	-593.2496	154.0022	0.431062	0.0521109	0.491632	0.0251949	2.359011	1.589025	2.517695	1.546832
246	-437.0011	-592.8384	155.8374	0.393384	0.0655451	0.342939	0.198131	3.152256	1.694477	1.20714	0.9503236
